DISTRESS.1 DISTRESS.2 BLACK NBHISP GRADE SLFHLTH SLFWGHT WORKHARD GOODQUAL PHYSFIT PROUD LIKESLF ACCEPTED FEELLOVD DIET 
1.21 0.77 1 0 10 3 3 1 2 3 2 3 1 1 0
0.68 0.92 0 1 10 3 4 3 2 2 2 2 4 2 0
0.74 0.58 1 0  7 3 4 2 1 3 1 1 1 1 0
0.68 0.63 1 0  9 1 3 3 2 2 2 3 2 2 0
0.47 0.50 0 0  9 2 4 3 3 4 3 3 3 3 1
0.63 0.49 0 0  7 4 3 2 2 4 2 2 3 2 0
0.89 0.52 0 0 10 2 2 2 2 1 2 2 1 2 0
0.32 0.48 0 0  7 3 4 2 2 2 1 4 1 1 1
0.53 1.12 1 0  7 2 3 2 2 3 2 2 3 1 0
0.58 1.18 0 0 10 3 4 3 2 2 3 3 3 2 0
0.21 0.13 0 0 11 1 3 3 1 2 1 1 1 1 0
1.26 0.03 0 0 11 1 3 4 2 1 2 3 2 1 0
0.68 0.55 0 0  9 2 4 3 2 4 2 3 4 2 0
0.37 0.58 0 0  7 2 3 2 2 2 2 1 2 1 0
1.63 0.86 0 1 10 4 4 4 3 3 3 3 4 3 0
1.47 1.12 0 1  9 2 2 3 2 2 2 2 3 2 0
0.21 0.37 0 0 11 1 5 2 2 2 2 2 3 2 1
0.05 0.17 0 0 11 1 3 1 1 1 1 1 1 1 0
1.42 0.31 0 0 11 3 5 3 1 2 2 2 3 2 1
0.47 0.99 0 0  9 2 4 1 2 3 3 3 4 2 0
0.89 0.53 0 1  9 3 4 2 2 3 2 2 1 1 1
0.21 0.64 0 0  7 3 5 1 1 5 1 4 3 1 1
0.84 1.21 0 0  9 2 3 1 1 1 1 2 1 1 0
0.68 0.48 0 1 10 3 3 2 2 3 2 2 2 3 0
0.16 0.39 1 0  9 3 4 2 2 2 2 1 2 2 0
0.16 0.04 1 0 10 2 4 3 2 3 1 2 1 2 0
0.32 1.13 0 0  7 2 3 3 3 2 3 1 1 1 0
0.95 1.16 1 0  7 2 4 3 2 2 2 2 2 1 0
1.00 1.21 0 0  7 2 3 2 2 2 2 2 2 2 0
0.26 0.06 0 0 11 2 4 1 1 5 2 1 2 1 0
0.68 1.81 0 0 10 2 3 2 2 3 2 3 2 1 0
0.47 0.87 0 0 11 3 5 1 2 4 2 3 4 3 1
0.00 0.06 0 0  7 1 2 2 1 1 1 1 1 1 0
0.68 0.37 0 0  9 3 4 2 3 4 3 4 3 3 1
1.16 0.93 1 0 11 3 2 3 2 4 2 3 3 2 0
0.58 0.77 0 0  9 2 3 2 1 1 2 2 2 1 0
0.53 1.11 0 0  9 1 3 2 2 2 2 2 2 2 1
0.26 0.94 1 0  9 4 4 2 2 3 3 3 4 2 0
1.00 1.00 0 0 10 2 4 2 3 4 4 4 4 3 1
0.21 0.45 0 0  7 1 4 1 1 2 1 1 1 1 0
0.21 0.41 1 0  7 3 3 2 2 2 2 1 2 1 0
0.63 1.02 1 0 11 3 2 2 4 3 2 2 3 2 0
0.21 0.81 0 0  8 3 4 4 2 3 3 3 4 3 1
0.11 0.24 0 0 10 2 4 3 1 2 1 2 1 1 1
0.21 0.28 1 0 11 4 4 3 1 3 1 1 1 1 0
0.05 0.08 1 0 11 1 2 2 1 1 1 1 1 1 0
0.53 0.38 0 0 10 3 3 2 2 2 2 3 1 1 1
1.00 1.27 1 0 11 5 4 1 2 3 1 1 2 2 0
0.53 0.61 0 0 10 2 4 1 2 2 1 2 1 1 1
0.63 0.82 0 0 10 2 3 1 2 2 2 4 1 1 0
0.68 1.01 1 0  9 1 3 1 3 2 1 1 2 1 0
0.16 0.41 1 0  8 2 3 3 2 3 1 2 1 1 0
1.89 1.16 0 0  7 3 4 1 2 2 2 2 3 2 0
1.00 0.74 0 1  9 2 4 4 1 4 1 3 4 2 0
0.84 0.76 0 0  9 1 4 1 1 1 1 2 2 1 1
0.21 0.41 0 1  9 3 3 2 2 2 1 2 2 2 0
0.42 0.24 0 0  9 3 3 4 1 3 2 3 2 3 0
0.47 1.02 0 0  7 1 5 1 1 1 1 3 2 2 0
2.42 1.33 0 1  8 1 4 2 3 2 2 3 2 3 0
0.05 0.08 0 0 11 2 3 1 1 1 2 2 1 1 0
0.63 1.02 0 0 10 3 4 4 2 3 3 3 3 3 0
0.16 1.40 0 0  7 2 5 4 2 2 2 3 3 2 1
2.11 1.18 0 0  9 1 2 3 1 2 1 1 1 1 0
1.05 0.87 0 0 11 1 4 1 2 2 1 2 3 3 0
0.42 0.37 0 1  9 3 4 2 2 3 2 3 3 2 1
0.39 0.16 0 1  7 1 3 2 1 1 1 1 1 1 1
0.42 0.85 1 0  7 2 3 2 1 1 1 4 1 1 0
1.58 0.74 1 0 10 4 3 2 2 2 2 2 4 4 0
0.26 0.37 0 0 11 1 3 1 1 2 1 2 2 1 1
0.95 0.85 0 0 10 2 3 2 2 4 2 2 3 2 0
0.84 1.12 0 0  7 1 3 2 2 2 2 2 2 1 0
0.11 0.92 0 0 11 2 4 4 1 3 2 2 2 2 0
0.42 0.00 1 0 10 2 2 2 1 3 1 1 2 1 0
0.42 0.33 0 0  9 2 4 2 2 3 2 2 3 1 1
0.00 0.08 0 0 11 1 4 4 1 2 1 1 2 1 0
0.11 0.07 1 0  8 1 3 1 1 1 1 1 1 1 0
0.32 0.58 0 0 10 1 2 1 2 2 1 1 1 2 0
0.53 0.00 0 0 11 2 4 1 1 2 1 2 2 1 1
0.74 0.17 1 0 10 2 4 1 2 1 2 2 2 2 0
0.42 0.49 0 0 10 4 3 2 3 4 3 4 5 4 0
0.53 0.99 1 0 11 2 4 2 2 3 2 2 2 1 0
0.05 0.07 0 0  9 2 5 2 2 3 2 1 3 3 1
1.68 0.88 0 0 10 2 3 4 3 3 3 4 4 4 0
0.21 1.28 0 0  9 2 3 2 1 2 1 2 1 1 0
0.26 0.14 0 0  9 2 2 2 2 2 2 4 2 2 0
0.16 0.25 0 0 10 2 4 2 2 3 1 4 2 1 1
0.84 0.48 0 1 11 2 2 2 2 2 3 2 4 3 0
0.79 0.83 0 0 11 2 3 3 2 2 2 1 2 2 0
0.47 0.60 0 0  9 2 3 1 2 2 2 4 2 2 0
0.47 0.63 0 0  9 2 3 2 1 2 1 2 2 1 0
0.68 0.40 0 0  7 2 3 2 2 2 1 2 2 1 0
0.95 0.57 0 1 11 3 2 2 2 2 2 2 2 3 0
1.11 0.83 0 0 10 3 3 2 2 2 2 2 3 2 0
0.74 1.42 0 1 10 2 5 2 2 4 3 3 5 3 1
0.05 0.14 0 0  8 1 2 2 1 1 1 1 1 1 0
0.16 1.15 0 0  9 2 3 2 1 1 1 1 1 1 0
0.42 0.31 0 0 10 1 3 2 1 1 1 1 1 1 0
0.42 0.30 0 0  7 1 2 2 2 1 2 2 2 2 0
1.32 0.48 1 0  9 2 3 2 2 3 2 3 1 1 0
0.26 0.41 0 1 10 1 4 1 1 2 1 1 1 1 1
0.26 0.37 0 0  7 2 4 2 1 3 1 2 3 1 1
0.58 0.98 0 0 10 2 3 2 2 2 1 2 1 1 0
0.32 0.43 0 0  9 3 4 3 2 2 2 2 2 2 0
0.26 0.24 0 0 10 1 3 1 1 1 1 2 1 1 0
0.47 0.58 0 0 10 2 3 4 4 4 4 4 4 3 0
0.89 0.26 1 0 11 3 4 1 2 3 2 3 2 3 0
0.53 0.48 1 0  8 2 4 1 1 1 1 1 1 1 0
0.95 0.66 0 1  9 4 4 1 1 2 2 4 3 3 1
0.84 0.92 0 0 10 2 4 2 2 4 2 3 3 1 1
0.84 1.19 1 0  7 3 3 2 2 3 2 2 2 2 0
0.53 0.53 1 0  7 4 4 4 2 2 2 2 2 1 0
0.58 0.47 0 1  8 2 3 3 2 3 2 2 2 2 0
0.26 0.65 0 1 10 4 5 2 2 3 2 2 3 2 0
0.16 0.17 0 1  8 2 4 2 1 1 1 1 2 1 1
0.05 0.16 1 0  7 1 3 1 1 1 1 1 1 2 0
0.42 0.72 0 1  7 3 4 2 2 2 1 2 2 2 0
0.58 0.60 0 0 10 2 3 2 3 3 2 3 3 3 0
0.11 0.17 0 0  8 2 3 4 2 2 3 3 3 2 0
0.11 0.74 0 0  9 1 3 2 2 2 2 1 2 2 0
0.42 1.17 0 0 11 1 3 1 2 1 2 4 1 1 0
1.05 0.36 0 0 11 4 3 1 2 4 2 2 1 2 0
0.47 0.98 0 0  9 2 3 2 2 2 2 2 2 1 0
0.32 0.21 0 1  9 2 4 2 2 2 2 2 2 1 0
0.11 0.24 0 0  9 1 3 1 2 2 1 2 2 2 0
0.95 0.35 0 0  9 4 4 2 2 3 2 5 5 2 0
1.11 2.42 0 0  8 3 4 1 1 2 1 2 1 1 1
1.21 0.93 0 0  9 3 3 2 3 2 2 2 3 2 0
0.53 0.02 0 1 10 2 4 5 2 4 2 2 4 3 0
0.53 0.46 0 0  8 4 3 2 2 3 2 2 4 2 1
0.63 0.67 0 0 11 2 3 2 2 2 2 3 2 3 1
1.11 0.88 0 0 11 2 2 2 1 2 1 3 2 4 0
0.16 0.17 1 0 10 1 4 1 1 1 1 1 1 1 0
1.16 0.96 0 0  8 3 4 2 2 3 2 4 2 2 0
0.58 0.54 0 0 10 2 3 3 2 2 3 2 3 3 0
0.37 0.75 0 0  9 2 2 3 2 1 2 2 2 2 0
0.95 1.56 1 0  9 2 3 1 2 3 2 2 3 1 0
0.37 0.56 1 0  9 2 4 2 1 2 1 2 2 1 0
0.16 0.01 0 0  9 2 4 2 2 4 2 3 3 4 1
1.05 0.58 0 0  9 2 2 1 2 2 2 2 2 2 0
0.58 0.58 0 0  7 3 1 5 3 2 3 2 2 3 0
0.68 0.32 0 0 11 1 3 2 3 1 4 3 2 3 0
0.32 0.07 1 0  9 2 3 1 2 2 2 3 1 1 0
1.21 0.48 0 0  8 1 2 3 2 2 2 2 2 1 0
0.84 0.66 0 1  9 3 4 1 2 3 1 2 3 2 0
1.05 0.55 0 0 10 2 4 2 3 4 3 4 4 3 0
0.37 0.37 1 0  7 1 3 2 2 2 1 1 1 1 0
0.84 1.03 0 0  9 3 4 3 3 4 3 4 4 4 1
0.95 0.80 1 0  9 3 4 3 2 3 2 2 2 2 0
1.16 1.34 0 0  7 2 2 2 2 2 2 4 2 3 0
0.84 0.70 0 0 11 1 4 1 1 2 1 2 1 1 1
0.05 0.24 0 0 10 2 3 3 1 1 1 1 1 1 0
0.21 0.26 0 0  7 1 3 1 1 1 1 2 1 1 0
0.47 1.93 0 0  9 4 4 3 2 4 2 4 4 2 1
0.47 0.44 1 0  8 3 3 1 2 2 2 3 1 2 0
1.68 1.28 0 0 11 2 3 2 2 3 2 4 3 2 0
0.16 0.20 1 0 11 1 1 2 2 2 2 2 2 2 1
0.68 2.39 0 1 10 1 3 2 2 1 1 1 2 1 0
0.16 0.06 0 0  9 2 3 1 1 1 1 2 1 1 0
0.37 0.16 0 1  7 2 3 3 2 2 1 2 1 1 0
0.68 1.12 1 0  7 1 3 1 1 2 2 2 1 1 0
0.26 0.19 0 0  7 2 2 2 2 2 1 1 2 2 0
0.11 0.44 0 0  8 2 4 1 1 3 1 2 2 1 0
1.26 0.53 0 0  9 3 4 4 3 3 2 3 3 2 0
0.89 1.13 0 0 10 2 3 2 2 2 2 3 2 2 0
0.63 1.48 0 1 10 2 3 3 2 2 2 2 2 1 0
1.21 0.76 1 0 10 1 3 1 1 1 1 1 1 2 0
0.68 0.86 1 0  9 2 2 2 1 1 1 1 1 1 0
0.47 1.10 0 0 11 3 3 2 2 3 2 2 5 3 1
0.58 1.57 0 1 11 4 3 3 3 4 2 2 4 2 0
0.26 0.03 0 0  8 3 4 2 2 4 1 3 2 1 0
0.53 0.30 0 0  9 2 3 2 1 2 1 2 2 2 0
0.95 0.30 0 1 10 2 3 1 3 3 2 4 3 3 0
0.21 0.50 0 0  8 2 5 2 2 3 2 3 2 2 0
0.53 0.23 0 0  7 3 3 2 2 3 3 3 2 1 0
0.53 0.60 0 0  9 4 3 2 1 2 1 2 2 1 0
0.74 1.67 0 0 11 2 3 2 2 2 1 1 3 2 0
0.26 0.47 0 0 11 2 3 1 2 2 3 3 2 2 0
0.79 0.67 0 0  7 1 3 3 2 2 2 2 2 4 0
0.58 1.27 0 0 11 2 3 2 2 2 2 2 2 1 0
0.16 0.13 0 0 10 2 3 1 3 4 2 2 2 1 0
1.26 1.79 0 0 10 4 3 2 2 1 3 2 4 2 0
0.58 0.01 0 0  7 2 2 2 2 1 1 1 2 2 0
0.74 0.58 1 0  7 3 3 2 1 2 1 1 1 1 0
0.68 0.21 0 0  9 2 3 2 2 1 2 2 1 2 0
1.21 0.73 0 1 11 3 3 3 1 3 1 2 2 1 0
1.32 0.65 1 0  9 3 4 1 1 2 1 2 2 1 0
0.05 0.00 0 0 11 1 2 1 1 2 1 1 2 2 0
0.84 0.68 1 0 11 3 3 1 1 2 1 1 2 2 1
0.11 0.34 0 0  8 3 4 1 1 3 1 1 1 1 0
0.84 0.82 0 0  9 2 3 5 3 3 3 3 3 3 0
0.16 0.45 0 0  7 2 4 2 2 3 1 1 2 1 0
1.37 2.13 0 0 11 3 1 3 2 3 2 2 2 2 1
0.42 1.13 0 1 11 2 3 1 1 2 1 2 2 2 0
0.47 0.75 0 0 10 3 3 3 2 4 2 1 3 2 0
0.21 0.82 0 1 11 2 5 1 1 2 1 2 1 1 1
1.11 0.69 0 1  9 2 3 3 2 2 2 5 2 3 0
1.05 1.29 0 1  9 3 4 2 2 3 2 1 3 2 0
0.37 0.85 1 0  8 2 4 1 1 2 2 1 1 1 0
0.42 0.60 0 0 11 2 4 2 2 2 2 1 2 2 1
0.05 1.10 0 0  8 4 4 3 2 4 2 2 4 3 0
0.42 0.47 0 0  8 3 3 2 1 2 1 2 1 1 0
0.37 0.13 0 0  7 2 3 4 3 3 1 2 3 2 0
0.16 0.44 0 0 11 1 3 1 3 2 2 1 2 2 0
0.42 0.62 0 1 11 3 3 4 2 3 4 2 3 3 0
0.58 0.65 0 0  9 2 2 2 2 3 2 2 2 2 0
0.47 0.43 0 0  9 3 3 2 2 2 3 3 3 3 0
1.00 1.14 0 0 11 3 4 3 2 4 2 2 3 2 0
0.58 0.83 0 0 10 3 4 3 3 4 3 4 3 3 1
1.26 0.81 1 0  9 2 4 3 1 2 2 2 4 5 0
0.95 0.01 1 0 11 2 3 3 2 3 2 2 3 2 0
0.53 1.25 0 0  8 4 3 2 2 2 2 2 1 1 0
0.16 0.04 0 0  7 2 3 1 2 2 1 1 1 1 0
1.84 0.95 0 0 11 3 3 1 2 2 2 4 5 3 0
0.68 0.71 0 0  8 1 2 4 2 1 1 2 2 2 1
0.32 1.00 0 0  8 2 3 2 2 2 1 1 1 1 0
0.74 0.71 0 0 11 2 4 2 2 4 2 3 1 1 1
0.53 0.52 0 1 10 1 3 2 1 2 1 3 3 1 0
1.16 1.07 1 0  7 4 4 3 4 4 3 4 4 3 1
0.84 0.65 1 0 11 2 4 2 2 2 1 3 3 3 0
0.42 0.33 0 0 10 2 3 2 2 2 2 2 3 2 0
1.00 1.31 0 1 11 4 3 2 2 2 2 2 2 2 0
1.00 0.41 0 1 11 3 4 2 1 2 1 2 1 1 0
0.53 0.92 1 0  7 2 4 2 1 3 2 2 2 1 0
1.74 1.37 0 1  9 4 4 3 2 4 1 4 2 2 0
0.37 0.28 0 0 10 3 3 2 1 4 1 1 1 1 0
0.74 0.78 0 0  7 1 4 2 1 1 2 4 2 3 1
0.16 0.00 0 0 10 2 3 3 1 2 1 2 2 2 0
0.37 1.25 0 0  7 2 4 2 2 2 1 2 2 2 1
0.42 0.53 0 0 11 2 3 2 1 1 1 1 2 2 0
0.84 0.39 0 0 11 2 2 4 2 2 2 1 1 1 0
1.21 0.67 0 0 11 2 3 1 2 2 2 2 3 2 1
0.42 0.70 0 1 11 2 2 2 1 2 1 1 1 1 0
0.16 0.34 0 0  7 3 4 3 3 3 3 1 3 2 1
1.21 0.30 0 0  9 3 2 3 2 3 3 3 2 2 0
0.32 1.33 1 0 11 3 3 4 3 3 4 4 4 3 1
0.16 0.44 0 1  7 2 3 2 1 1 1 1 1 1 0
0.26 0.57 0 0  9 3 3 2 2 3 1 1 3 1 0
0.68 0.28 0 0 10 2 4 2 2 1 2 3 2 3 0
1.11 1.26 0 0  8 3 1 2 2 2 2 2 1 1 0
0.16 0.38 0 0  9 2 4 1 3 4 2 4 2 2 0
1.74 2.14 0 1  8 3 4 3 2 4 4 4 3 2 0
0.53 0.50 0 0  8 1 5 2 1 2 2 2 2 2 1
0.00 0.04 0 1  9 1 3 1 1 1 1 1 1 1 0
1.21 1.33 0 0 10 4 4 2 2 2 2 3 2 2 0
0.21 0.32 0 0  7 4 3 2 2 3 2 3 3 3 0
0.53 0.44 0 0 10 4 4 2 3 5 3 4 3 2 1
0.37 0.50 0 1 11 3 3 2 2 1 2 4 2 2 0
0.79 1.35 0 1  9 2 4 1 3 3 4 2 2 3 1
0.47 0.39 0 0  7 1 3 2 2 1 1 1 1 1 0
0.63 2.24 0 0 11 2 4 2 1 1 1 2 2 2 0
1.42 0.14 0 0  7 2 4 4 3 3 3 3 4 3 0
0.53 1.24 0 0  7 4 5 3 2 3 2 2 2 2 0
0.68 0.65 0 1 10 1 5 2 1 3 2 1 2 1 0
0.37 0.53 1 0  7 1 3 3 1 1 2 1 1 1 0
0.37 0.56 0 0 11 3 5 2 1 2 1 2 2 2 0
0.58 0.58 0 1 10 2 4 3 2 2 1 1 2 2 0
1.42 0.22 0 0 10 2 3 2 3 2 3 3 2 2 0
0.47 0.47 0 0 10 2 3 3 1 2 1 2 1 1 0
1.32 1.14 0 0  9 3 5 4 2 2 2 1 3 2 1
0.79 1.10 0 0  8 1 3 2 1 1 2 1 2 1 0
0.11 0.29 0 0 11 1 4 1 2 2 1 1 2 1 0
0.74 0.51 1 0  7 3 4 2 2 3 1 2 2 1 0
0.16 0.23 0 0 11 2 3 2 2 2 1 2 2 1 0
0.16 0.38 0 0 10 2 3 2 2 2 1 1 1 1 0
0.58 0.17 0 1  8 2 3 2 1 2 2 1 3 2 0
1.11 0.60 0 0 11 3 4 2 2 3 2 2 2 2 1
0.42 0.54 0 0  9 2 4 2 2 2 4 2 3 3 0
1.42 0.95 0 0  9 1 4 2 2 2 2 2 2 1 0
0.47 0.66 0 0 11 1 3 2 1 2 1 1 2 2 0
0.11 0.79 0 0  8 4 2 4 3 3 3 4 2 2 0
0.79 0.75 0 0 11 3 4 2 3 4 2 4 4 3 1
0.95 0.84 0 0  8 2 3 5 2 2 2 2 3 2 0
0.89 1.41 0 1 10 2 3 2 2 2 2 4 2 3 0
0.84 0.88 0 1  9 5 4 3 3 3 3 4 4 4 0
0.32 0.52 0 0 10 1 4 2 2 2 2 3 2 1 0
0.79 1.03 0 0  7 1 4 2 2 2 2 3 3 2 0
0.26 0.29 0 0 11 1 4 1 1 1 1 2 1 1 0
0.32 0.36 0 0  8 2 3 2 1 1 1 1 1 2 0
0.32 0.29 1 0  7 2 4 2 1 2 1 2 1 1 1
0.26 0.38 0 0 10 3 2 2 2 1 1 1 1 1 0
0.32 0.84 1 0 10 2 3 2 2 2 1 1 1 1 0
0.84 0.71 0 1 11 2 4 3 1 3 1 1 2 1 0
0.42 0.60 1 0  9 2 3 3 2 2 2 1 2 1 0
0.26 0.20 0 0  7 2 4 3 2 3 2 4 1 1 1
0.53 0.24 1 0 10 1 3 2 1 2 1 1 2 1 1
0.79 1.87 1 0  7 1 4 2 2 2 2 2 4 2 0
0.95 0.65 0 0 10 1 5 2 2 2 2 4 3 2 0
0.37 0.55 0 1  8 3 4 3 3 3 4 3 4 3 0
0.89 1.21 0 0  8 1 3 1 1 2 1 1 2 1 0
0.95 1.09 1 0  7 3 5 2 2 3 2 2 2 2 1
0.37 0.65 0 0 11 4 4 2 2 3 2 2 2 2 1
0.68 1.19 0 0  7 2 3 2 2 3 2 3 2 1 0
1.21 1.33 0 0  7 1 3 2 2 2 2 2 4 3 1
0.95 0.74 0 1  9 2 4 1 2 2 2 2 4 3 0
0.11 0.16 0 0  9 1 3 2 1 1 1 1 1 1 0
0.74 0.77 0 0 10 4 4 3 3 4 3 4 4 4 0
1.11 0.61 0 0 11 1 3 2 1 1 1 2 3 2 0
1.16 1.07 0 1  8 4 4 3 3 4 3 4 3 2 0
0.37 0.54 0 0  8 2 4 2 3 4 2 4 3 3 0
1.89 1.06 0 0  8 4 3 5 3 3 3 4 3 4 0
0.11 0.41 0 0  9 2 3 2 1 2 2 1 1 2 0
0.21 0.50 0 0 11 1 4 2 1 2 2 1 4 2 0
0.84 0.80 0 0 11 3 5 2 3 3 4 4 5 4 1
0.11 0.06 0 0  7 3 3 2 2 2 1 2 1 1 0
1.05 0.75 0 0  8 1 2 1 2 1 2 2 3 2 0
0.58 0.44 1 0  7 2 4 2 1 2 1 1 1 1 0
0.26 0.26 0 0  9 1 3 2 2 2 2 2 2 2 0
0.42 0.46 1 0  7 2 4 4 1 2 2 2 1 3 0
0.26 0.45 0 1 10 2 4 4 2 4 3 2 4 3 0
0.11 0.52 1 0  8 2 3 2 1 3 2 3 2 2 0
1.32 0.92 0 0  8 4 3 4 2 3 3 4 4 4 0
0.47 0.59 1 0  9 3 2 1 2 2 2 1 2 2 0
0.53 0.30 0 1  8 2 4 1 2 1 1 1 1 1 0
0.21 0.15 1 0 11 1 3 2 3 1 2 4 1 2 0
0.53 0.35 1 0 11 1 2 2 1 1 1 1 2 1 1
0.42 0.39 0 0  9 2 3 5 2 3 2 2 2 1 0
0.26 0.18 0 0 10 4 4 2 2 3 1 2 2 1 0
0.58 1.14 1 0 10 4 4 2 2 4 2 2 4 2 0
1.21 0.44 1 0  7 2 3 3 2 1 2 2 2 2 0
0.42 0.60 0 1 11 5 4 1 2 2 2 3 2 2 0
0.42 0.20 0 0  9 3 2 3 2 3 1 2 2 2 0
0.63 0.32 0 0  9 1 3 1 2 2 2 3 3 4 0
0.74 1.21 0 0  7 1 4 2 1 4 1 2 2 1 1
0.21 0.24 0 0 11 3 4 1 1 2 1 1 1 1 1
1.89 1.56 0 0  7 3 4 1 2 3 2 2 2 2 1
0.42 0.57 1 0  7 2 3 2 2 3 2 2 2 2 0
1.11 1.24 0 0  9 3 3 3 2 2 2 3 1 2 0
0.42 0.45 0 1  9 3 3 1 2 1 1 1 1 1 1
0.37 0.39 0 1  8 1 4 1 2 2 2 3 2 2 0
0.89 1.01 0 0  7 2 3 1 3 2 2 3 2 2 0
0.53 0.45 1 0 11 3 3 2 1 1 1 1 1 1 0
0.26 0.42 0 0 11 2 3 2 1 2 2 3 1 2 0
0.42 0.45 0 1  7 2 3 3 2 2 1 2 2 1 0
0.89 0.14 0 0  9 2 3 2 1 2 2 2 2 2 0
0.58 0.80 0 0  9 3 3 2 2 2 2 2 3 2 0
0.11 0.12 0 0  9 1 3 4 1 3 2 2 1 1 0
0.05 0.14 0 0  8 3 4 3 2 2 1 1 2 1 0
0.53 0.25 0 0  9 1 2 4 2 2 2 2 3 2 0
0.68 1.13 0 0  9 4 3 3 2 1 2 2 2 2 0
0.68 1.04 0 0 10 3 3 2 2 3 2 3 4 3 0
0.21 0.33 0 0 10 1 4 2 2 2 3 2 3 2 0
0.89 0.96 0 1  9 3 5 2 3 3 3 4 4 4 0
1.26 1.20 0 0 10 2 3 2 2 4 3 2 4 2 0
1.11 0.32 0 0 10 1 4 2 2 2 3 4 4 3 1
1.63 0.13 0 0 11 3 4 1 2 2 2 4 2 2 1
1.42 1.11 0 0  9 5 4 3 2 4 2 3 4 3 0
0.84 0.49 0 0  9 3 3 2 1 4 2 4 2 2 0
0.84 1.03 0 0  7 3 3 2 2 2 1 3 1 2 0
0.32 0.26 1 0 11 1 3 2 1 2 1 1 1 1 0
1.05 0.56 0 1  7 2 3 1 2 2 2 2 2 2 0
0.79 0.59 0 1  7 3 3 4 3 2 3 4 3 4 0
1.16 1.21 0 0 11 3 5 2 2 2 2 3 1 1 1
0.79 1.10 0 0 10 2 4 2 2 2 2 3 2 2 1
1.16 1.28 0 1  7 2 3 3 1 2 1 2 2 2 0
0.26 0.89 0 0  9 5 3 3 3 4 3 3 2 3 0
0.37 0.42 0 0  9 2 2 1 2 1 1 1 1 2 0
0.68 0.26 0 0 10 4 3 1 1 1 2 1 2 2 0
0.32 0.23 1 0  8 1 3 2 2 1 1 1 1 1 0
1.05 1.46 1 0 10 3 4 2 2 2 1 2 2 1 1
0.68 0.68 1 0  8 2 2 2 1 1 1 1 1 1 0
0.53 0.42 1 0 11 1 3 2 2 5 2 3 3 2 0
1.28 0.70 1 0 10 2 4 1 2 2 2 2 3 2 0
0.11 0.53 0 1  7 3 4 5 2 2 1 2 2 2 0
0.21 0.13 1 0 11 2 3 1 1 1 1 1 1 1 0
0.95 0.68 0 0  7 2 4 1 1 2 1 1 2 1 0
0.16 0.41 0 0 10 1 3 2 1 1 1 1 2 1 0
0.37 0.66 0 0  9 2 4 1 1 2 1 1 2 1 0
0.63 1.06 0 1 11 2 4 2 1 2 2 3 2 2 1
0.42 0.90 0 1 10 3 2 2 1 1 1 2 1 1 0
0.16 0.26 1 0  8 2 3 1 2 2 3 1 3 2 0
0.32 0.40 0 0 11 2 3 2 1 1 1 1 2 1 1
0.37 0.73 0 0  8 4 4 2 2 2 3 2 4 2 1
0.21 0.31 0 0  7 2 4 2 1 2 1 1 1 1 1
0.63 1.32 0 0 10 2 4 2 2 2 3 3 3 4 0
0.42 0.05 1 0 10 2 3 1 2 2 1 2 2 2 0
0.05 0.30 0 0  7 3 3 2 1 2 1 1 1 1 0
0.89 1.19 0 0 10 2 3 2 3 2 2 3 3 3 0
0.37 1.05 0 0  7 1 3 2 2 2 2 2 2 2 0
0.32 0.17 1 0  9 1 3 2 1 1 1 1 1 1 0
0.16 0.27 0 0 10 3 4 1 1 2 1 3 1 1 1
0.84 0.81 0 0 10 2 4 2 2 3 2 4 3 3 1
0.74 1.06 0 0 11 4 3 2 3 3 2 3 2 2 0
0.42 0.82 0 1 10 2 3 3 2 2 2 1 2 1 0
0.42 0.77 0 0  9 3 3 3 2 2 2 1 2 2 0
0.79 0.03 0 0  9 2 3 3 1 1 1 2 1 2 1
1.11 0.93 0 0  7 2 4 2 2 2 1 1 2 1 0
0.74 1.27 0 0  8 2 4 3 3 4 2 4 3 2 0
0.74 0.52 0 0  8 1 4 2 2 2 2 2 2 2 0
0.21 0.36 0 0 11 1 3 2 2 2 2 2 2 2 0
0.53 0.57 0 0  8 1 3 1 1 1 1 1 1 2 0
0.32 0.61 0 1 11 2 3 2 1 1 1 1 1 2 0
0.74 0.28 0 0  8 3 4 2 3 2 2 3 2 2 0
0.42 0.69 1 0  9 3 4 2 2 3 2 1 3 1 0
0.11 0.72 1 0 10 3 4 2 1 2 1 1 1 1 0
0.16 0.11 0 0  8 3 4 2 2 3 2 2 4 2 0
0.11 0.06 0 0  7 1 3 2 1 1 1 1 1 1 1
0.58 0.50 1 0 11 4 4 1 1 4 2 2 3 2 0
0.84 0.86 0 0 11 2 3 1 1 1 1 1 1 1 0
1.26 1.23 0 0 11 3 3 1 1 2 1 4 1 2 1
0.21 0.13 0 0  7 1 3 2 1 1 1 1 1 1 0
0.16 0.17 0 0  8 1 3 1 1 1 1 1 1 1 0
1.16 1.07 0 0  8 1 3 2 2 4 2 1 2 2 0
0.74 1.29 0 0  9 3 3 2 2 4 2 2 3 2 0
0.89 1.64 0 0  9 1 3 2 1 1 1 4 2 1 0
0.84 0.47 0 0 10 3 4 2 3 3 3 3 4 3 1
0.47 0.78 0 0 11 1 5 1 1 1 1 2 2 1 1
0.58 0.21 0 0  9 2 4 3 2 3 2 3 2 2 0
0.32 0.12 0 0  8 3 4 2 2 2 1 2 1 1 1
0.84 1.29 0 1  9 2 2 3 2 2 3 3 3 2 0
